cast,director,opening_date,opening_year,title
"Mithun Chakraborty,Naseeruddin Shah,Shweta Basu Prasad,Pankaj Tripathi,Vinay Pathak,Mandira Bedi,Pallavi Joshi,Ankur Rathee,Prakash Belawadi",Vivek Agnihotri,2019-04-12,2019,The Tashkent Files
"Raghubir Yadav, Ashok Samarth, Akhilendra Mishra",Tarun S. Bisht,2019-04-12,2019,Blackboard vs Whiteboard
"Madhuri Dixit,Sonakshi Sinha,Alia Bhatt,Varun Dhawan,Aditya Roy Kapur,Sanjay Dutt",Abhishek Varman,2019-04-17,2019,Kalank
"Manav Kaul,Divya Dutta,Neena Gupta",Sarthak Dasgupta,2019-04-19,2019,Music Teacher
"Sunny Deol,Karan Kapadia,Ishita Dutta",Behzad Khambata,2019-05-03,2019,Blank
"Aftab Shivdasani,Shreyas Talpade,Sonnalli Seygall,Ishita Dutta,Pavan Malhotra,Vijay Raaz,Jameel Khan,Manu Rishi",Ashwini Chaudhary,2019-05-03,2019,Setters
"Soni Razdan,Aahana Kumra,Pankaj Tripathi",Sanjoy Nag,2019-05-03,2019,Yours Truly
"Patralekha Paul,Divyendu Sharma",Ashwin Shetty,2019-05-10,2019,Badnaam Gali
"Parigna Pandya Shah,Julie Tejwani,Pinky Rajput,Rajesh Kava",Rajiv Chilaka,2019-05-10,2019,Chhota Bheem Kung Fu Dhamaka[a]
"Tiger Shroff,Tara Sutaria,Ananya Panday",Punit Malhotra,2019-05-10,2019,Student of the Year 2
"Satish Kaushik,Rashmi Somvanshi",Rajesh Amarlal Babbar,2019-05-17,2019,Chhoriyan Chhoron Se Kam Nahi Hoti
"Ajay Devgn,Tabu,Rakul Preet Singh,Javed Jaffrey,Jimmy Sheirgill",Akiv Ali,2019-05-17,2019,De De Pyaar De
"Arjun Kapoor,Sudev Nair,Rajesh Sharma,Prashanth Alexander,Shantilal Mukherjee",Rajkumar Gupta,2019-05-24,2019,India's Most Wanted
"Vivek Oberoi,Boman Irani,Manoj Joshi,Barkha Sengupta,Aanjjan Srivastav,Zarina Wahab,Suresh Oberoi",Omung Kumar,2019-05-24,2019,PM Narendra Modi
"Gavie Chahal,Mohan Aghashe,Mohan Joshi",Lomharsh,2019-05-24,2019,Yeh Hai India
"Abhay Deol,Mithila Palkar,Vijay Raaz",Sachin Yardi,2019-05-19,2019,Chopsticks
"Salman Khan,Tabu,Katrina Kaif,Sunil Grover,Disha Patani,Aasif Sheikh",Ali Abbas Zafar,2019-06-05,2019,Bharat
"Prabhu Deva,Tamannaah,Bhumika Chawla",Chakri Toleti,2019-06-14,2019,Khamoshi
"Pankaj Tripathi,Anupriya Goenka,Evelyn Sharma,Rahul Bagga,Mouli Ganguly,Zakir Hussain,Rajesh Sharma",Annant Jaaitpaal,2019-06-14,2019,Kissebaaz
"Khushboo Upadhyay,Rohit Kokate",Aadish Keluskar,2019-06-21,2019,Jaoon Kahan Bata Ae Dil
"Shahid Kapoor,Kiara Advani,Soham Majumdar,Arjan Bajwa,Kamini Kaushal,Nikita Dutta,Amit Sharma,Kunal Thakur,Swati Seth,Anusha Sampath,Suresh Oberoi",Sandeep Vanga,2019-06-21,2019,Kabir Singh
"Ayushmann Khurrana,Isha Talwar,Nassar,Manoj Pahwa,Sayani Gupta,Kumud Mishra,Mohammed Zeeshan Ayyub",Anubhav Sinha,2019-06-28,2019,Article 15
,,2019-06-01,2019,
,,2019-06-01,2019,
,,2019-06-01,2019,
"Meezaan Jaffery,Sharmin Segal",Mangesh Hadawale,2019-07-05,2019,Malaal
"Ayushman Khurana, Tabu, Radhika Apte",Sriram Raghavan,2018-10-05,2018,Andhadhun
"Rhea Chakraborty, Digangana Suryavanshi, Varun Mitra",Pushpdeep Bhardwaj,2018-10-12,2018,Jalebi
"Kajol, Riddhi Sen, Neha Dhupia, Tota Roy Choudhury",Pradeep Sarkar,2018-10-12,2018,Helicopter Eela
"Govinda, Varun Sharma",Abhishek Dogra,2018-10-12,2018,FryDay
"Soham Shah,Harish Khanna, Anita Date",Rahi Anil Barve,2018-10-12,2018,Tumbbad
"Arjun Kapoor, Parineeti Chopra, Aditya Seal, Alankrita Sahai, Anil Mange, Satish Kaushik",Vipul Shah,2018-10-18,2018,Namaste England
"Ayushman Khurrana, Neena Gupta, Gajraj Rao, Surekha Sikri, Sanya Malhotra",Amit Ravindernath Sharma,2018-10-18,2018,Badhaai Ho
"Saif Ali Khan, Radhika Apte, Chitrangada Singh, Denzil Smith, Rohan Mehra, Sonia Balani",Gauravv K. Chawla,2018-10-26,2018,Baazaar
"Rajkummar Rao, Nargis Fakhri, Bo Derek, Candy Clark, Anneliese van der Pol, Suvinder Vicky",Namrata Singh Gujral,2018-10-26,2018,5 Weddings
"Sharman Joshi, Aishwarya Devan, Govind Namdev, Manoj Joshi, Manoj Pahwa, Akhilendra Mishra",Dhiraj Kumar,2018-10-26,2018,Kaashi in Search of Ganga
"Neil Nitin Mukesh, Tina Desai, Govind Namdev",Manish Vatsalya,2018-10-26,2018,Dassehra
"Amitabh Bachchan, Aamir Khan, Fatima Sana Shaikh, Katrina Kaif, Mohammed Zeeshan Ayyub",Vijay Krishna Acharya,2018-11-08,2018,Thugs of Hindostan
"Sunny Deol, Sakshi Tanwar, Ravi Kishan, Saurabh Shukla, Mukesh Tiwari, Rajendra Gupta, Mithilesh Chaturvedi",Chandraprakash Dwivedi,2018-11-16,2018,Mohalla Assi
"Myra Vishwakarma, Prerna Sharma",Vinod Kapri,2018-11-16,2018,Pihu
"Kunaal Roy Kapur, Karishma Sharma, Zeishan Quadri, Jaideep Ahlawat, Rajesh Sharma, Zakir Hussain",Vishal Mishra,2018-11-16,2018,Hotel Milan
"Emraan Hashmi, Khalid Abdalla, Geetanjali Thapa, Supriya Pathak",Danis Tanović,2018-11-21,2018,Tigers
"Sunny Deol, Preity Zinta, Ameesha Patel, Arshad Warsi, Shreyas Talpade, Evelyn Sharma",Neerraj Pathak,2018-11-23,2018,Bhaiaji Superhit
"Rajnikanth, Amy Jackson, Akshay Kumar, Adil Hussain, Sudhanshu Pandey",S Shankar,2018-11-29,2018,2.0
"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur",Leena Yadav,2018-11-30,2018,Rajma Chawal
"Sushant Singh Rajput, Sara Ali Khan",Abhishek Kapoor,2018-12-07,2018,Kedarnath
"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raaj, Anangsha Biswas, Santosh Juvekar",Samit Kakkad,2018-12-14,2018,Ascharyachakit!
"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Abhay Deol, Tigmanshu Dhulia",Aanand L. Rai,2018-12-21,2018,Zero
"Ranveer Singh, Sara Ali Khan, Sonu Sood",Rohit Shetty,2018-12-28,2018,Simmba
"Tabu,Ali Fazal,Wamiqa Gabbi,Ashish Vidyarthi,Azmeri Haque Badhon,Alexx O'Nell",Vishal Bharadwaj,2023-10-05,2023,Khufiya
"Akshay Kumar,Parineeti Chopra",Tinu Suresh Desai,2023-10-06,2023,Mission Raniganj
"Bhumi Pednekar,Shehnaaz Gill,Dolly Singh,Kusha Kapila,Shibani Bedi,Karan Kundrra,Tejaswi Dev Chaudhary,Saloni Daini",Karan Boolani,2023-10-06,2023,Thank You for Coming
"Raghubir Yadav,Seema Pahwa,Anuraag Malhan,Jamie Lever,Chahatt Khanna",Harish Vyas,2023-10-06,2023,Yaatris
"Ratna Pathak Shah,Dia Mirza,Fatima Sana Shaikh,Sanjana Sanghi",Tarun Dudeja,2023-10-13,2023,Dhak Dhak
"Sanjay Mishra,Heet Sharma,Subrat Dutta,Kalyanee Mulay",Ishrat R. Khan,2023-10-13,2023,Guthlee Ladoo
"Karan Patel,Ankita Bhargava Patel,Ashutosh Rana,Manoj Joshi,Saanand Verma,Smiriti Kalra",Bharat Ratan,2023-10-13,2023,Darran Chhoo
"Vinay Pathak,Masumeh Makhija,Manurishi Chaddha,Shrikant Verma,Satendra Soni,Sparsh Suman",Shiladitya Bora,2023-10-13,2023,Bhagwan Bharose
"Amitabh Bachchan,Tiger Shroff,Kriti Sanon,Elli AvrRam",Vikas Bahl,2023-10-20,2023,Ganapath
"Divya Khosla Kumar,Yash Daasguptaa,Pearl V Puri,Meezaan Jafri,Anaswara Rajan,Priya Prakash Varrier,Warina Hussain","Radhika Rao,Vinay Sapru",2023-10-20,2023,Yaariyan 2
"Vikrant Massey,Medha Shankar,Priyanshu Chatterjee,Harish Khanna",Vidhu Vinod Chopra,2023-10-27,2023,12th Fail
Kangana Ranaut,Sarvesh Mewara,2023-10-27,2023,Tejas
"Nimrat Kaur,Radhika Madan,Bhagyashree,Sumeet Vyas,Subodh Bhave,Chinmay Mandlekar",Mikhil Musale,2023-10-27,2023,Sajini Shinde Ka Viral Video
"Arifin Shuvoo,Nusrat Imrose Tisha,Nusraat Faria,Fazlur Rahman Babu,Shahidul Alam Sachchu",Shyam Benegal,2023-10-27,2023,Mujib: The Making of a Nation
"Abhishek Duhan,Rajniesh Duggall,Brijendra Kala,Vineet Kumar,Aanchal Munjal",Rakesh Chaturvedi Om,2023-10-27,2023,Mandali
"Abhimanyu Dassani,Mrunal Thakur,Paresh Rawal,Sharman Joshi,Divya Dutta,Abhishek Banerjee,Darshan Jariwala,Vijay Raaz",Umesh Shukla,2023-11-03,2023,Aankh Micholi
"Arjun Kapoor,Bhumi Pednekar",Ajay Bahl,2023-11-03,2023,The Lady Killer
"Ashutosh Rana,Bidita Bag,Tia Bajpai,Rajesh Jais",Durgesh Pathak,2023-11-03,2023,Lakeerein
"Darsheel Safary,Arun Govil,Sajjad Delafrooz,Gautam Vij,Mir Sarwar","Vinay Bharadwaj,Saumitra Singh",2023-11-03,2023,Hukus Bukus
"Raj Kundra,Kumar Saurabh",Shahnawaz Ali,2023-11-03,2023,UT 69
"Shefali Shah,Jaideep Ahlawat,Swanand Kirkire",Avinash Arun Dhaware,2023-11-03,2023,Three of Us
"Paresh Rawal,Shiv Panditt,Neena Kulkarni,Mimi Chakraborty","Shiboprosad Mukherjee,Nandita Roy",2023-11-03,2023,Shastry Viruddh Shastry
"Ishaan Khatter,Mrunal Thakur,Priyanshu Painyuli,Soni Razdan",Raja Krishna Menon,2023-11-10,2023,Pippa
"Salman Khan,Katrina Kaif,Emraan Hashmi",Maneesh Sharma,2023-11-12,2023,Tiger 3
"Tara Sutaria,Abhishek Banerjee,Rajpal Yadav,Dhairya Karwa",Nikhil Nagesh Bhat,2023-11-15,2023,Apurva
"Supriya Pathak,Rajeev Mehta,Anang Desai,Vandana Pathak,Kirti Kulhari,Jamnadas Majethia",Aatish Kapadia,2023-11-17,2023,Khichdi 2: Mission Paanthukistan
"Sharman Joshi,Annu Kapoor",Abhinav Pareek,2023-11-18,2023,Sab Moh Maaya Hai
"Alizeh Agnihotri,Zeyn Shaw,Sahil Mehta,Prasanna Bisht,Ronit Roy,Juhi Babbar",Soumendra Padhi,2023-11-24,2023,Farrey
"Khushalii Kumar,Milind Soman,Ehan Bhat,Tusharr Khanna",Akhilesh Jaiswal,2023-11-24,2023,Starfish
"Aarya Babbar,Ankit Bathla,Anu Mitra,Aman Yatan Verma",Sanjeev Kumar Rajput,2023-11-24,2023,Do Ajnabee
"Ranbir Kapoor,Rashmika Mandanna,Anil Kapoor,Bobby Deol,Tripti Dimri",Sandeep Reddy Vanga,2023-12-01,2023,Animal
"Vicky Kaushal,Sanya Malhotra,Fatima Sana Shaikh",Meghna Gulzar,2023-12-01,2023,Sam Bahadur
"Mihir Ahuja,Suhana Khan,Khushi Kapoor,Agastya Nanda,Vedang Raina,Aditi Saigal,Yuvraj Menda",Zoya Akhtar,2023-12-07,2023,The Archies
"Manoj Bajpayee,Mohammed Zeeshan Ayyub,Smita Tambe",Devashish Makhija,2023-12-08,2023,Joram
"Pankaj Tripathi,Parvathy Thiruvothu,Jaya Ahsan,Sanjana Sanghi,Dilip Shankar,Paresh Pahuja,Varun Buddhadev",Aniruddha Roy Chowdhury,2023-12-08,2023,Kadak Singh
"Jackie Shroff,Neena Gupta,Abhishek Chauhan,Monika Panwar,Rakhi Sawant,Faisal Malik",Vijay Maurya,2023-12-08,2023,Mast Mein Rehne Ka
"Nikhil Pandey,Jashn Agnihotri,Ratna Neelam Pandey,Brijendra Kala",Ratna Neelam Pandey Sandeep S. Choudhary,2023-12-15,2023,Kaisi Ye Dor
"Shah Rukh Khan,Taapsee Pannu,Vicky Kaushal,Boman Irani,Vikram Kochhar,Anil Grover",Rajkumar Hirani,2023-12-21,2023,Dunki
"Jitendra Kumar,Annu Kapoor,Shriya Pilgaonkar",Saurabh Shukla,2023-12-22,2023,Dry Day
"Adarsh Gourav,Siddhant Chaturvedi,Ananya Panday",Arjun Varain Singh,2023-12-26,2023,Kho Gaye Hum Kahan
"Abhay Verma,Meera Chopra",Sandeep Singh,2023-12-29,2023,Safed
"Anupam Kher,Esha Gupta,Kumud Mishra",Ashok Nanda,2019-07-05,2019,One Day: Justice Delivered
"Karanvir Bohra,Priya Banerjee,Samir Kochhar,Mahesh Balraj",Lalit Mohan,2019-07-05,2019,Hume Tumse Pyaar Kitna
"Kunaal Roy Kapur,Tara Alisha Berry,Rajesh Sharma",Vishal Mishra,2019-07-05,2019,Marudhar Express
"Hrithik Roshan,Mrunal Thakur,Amit Sadh,Pankaj Tripathi",Vikas Bahl,2019-07-12,2019,Super 30
"Jimmy Sheirgill,Mahie Gill,Saurabh Shukla,Sudhir Pandey,Supriya Pilgaonkar,Pavan Malhotra,Mukesh Tiwari,Nandish Singh,Yashpal Sharma,Pranati Rai Prakash,Raj Zutshi,Salil Acharya,Manoj Pahwa",Manoj K. Jha,2019-07-19,2019,Family of Thakurganj
"Rishi Kapoor,Omkar Kapoor,Sunny Singh,Jimmy Sheirgill,Lillete Dubey,Manoj Joshi",Smeep Kang,2019-07-19,2019,Jhootha Kahin Ka
"Kangana Ranaut,Rajkummar Rao,Jimmy Sheirgill,Amyra Dastur,Amrita Puri",Prakash Kovelamudi,2019-07-26,2019,Judgementall Hai Kya
"Diljit Dosanjh,Kriti Sanon,Varun Sharma,Ronit Roy",Rohit Jugraj,2019-07-26,2019,Arjun Patiala
"Sonakshi Sinha,Varun Sharma,Annu Kapoor,Badshah",Shilpi Dasgupta,2019-08-02,2019,Khandaani Shafakhana
"Amit Sadh,Manjari Fadnis",Bugs Bhargava,2019-08-07,2019,Barot House
"Sidharth Malhotra,Parineeti Chopra",Prashant Singh,2019-08-09,2019,Jabariya Jodi
"Ashutosh Rana,Nivedita Bhattacharya,Makrand Deshpande,Zakir Hussain,Aman Verma,Natalia Janoszek",Shekhar Sirrinn,2019-08-09,2019,Chicken Curry Law
"Rajeev Khandelwal,Sameksha,Shaji Chaudhary,Atul Kulkarni,Abhimanyu Singh,Vikram Gokhale",Sanjiv Jaiswal,2019-08-09,2019,Pranaam
"John Abraham,Mrunal Thakur",Nikhil Advani,2019-08-15,2019,Batla House
"Akshay Kumar,Vidya Balan,Sharman Joshi,Sonakshi Sinha,Taapsee Pannu,Kirti Kulhari,Nithya Menen",Jagan Shakti,2019-08-15,2019,Mission Mangal
"Mahie Gill,Sayani Gupta,Ragini Khanna",Suman Mukhopadhyay,2019-08-23,2019,Posham Pa
"Prabhas,Neil Nitin Mukesh,Shraddha Kapoor,Jackie Shroff",Sujeeth,2019-08-30,2019,Saaho[b]
"Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,Prateik Babbar,Tahir Raj Bhasin,Naveen Polishetty,Tushar Pandey,Saharsh Shukla",Nitesh Tiwari,2019-09-06,2019,Chhichhore
"Ayushmann Khurrana,Nushrat Bharucha",Raaj Shaandilyaa,2019-09-13,2019,Dream Girl
"Akshaye Khanna,Richa Chadha,Rahul Bhat,Meera Chopra",Ajay Bahl,2019-09-13,2019,Section 375
"Arbaaz Khan, Aindrita Ray, Vikas Verma, Govind Namdev",Chandrakant Singh,2019-09-19,2019,Main Zaroor Aaunga
"Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor",Abhishek Sharma,2019-09-20,2019,The Zoya Factor
"Karan Deol,Sahher Bambba",Sunny Deol,2019-09-20,2019,Pal Pal Dil Ke Paas
"Sanjay Dutt,Manisha Koirala,Jackie Shroff,Chunky Pandey,Ali Fazal,Amyra Dastur,Satyajeet Dubey",Deva Katta,2019-09-20,2019,Prassthanam
,,2019-09-01,2019,
"Hrithik Roshan,Tiger Shroff,Vaani Kapoor",Siddharth Anand,2019-10-02,2019,War
"Priyanka Chopra,Farhan Akhtar,Zaira Wasim,Rohit Suresh Saraf",Shonali Bose,2019-10-11,2019,The Sky Is Pink
"Vinay Pathak,Siddharth Menon,Ayesha Raza Mishra,Seethal Thakur",Sameer Hemant Joshi,2019-10-18,2019,Chappad Phaad Ke
"Sanaya Irani,Shivam Bhaargava",Vikram Bhatt,2019-10-18,2019,Ghost
"Saif Ali Khan,Manav Vij,Zoya Hussain,Deepak Dobriyal,Simone Singh",Navdeep Singh,2019-10-18,2019,Laal Kaptaan
"Jimmy Sheirgill,Kumud Mishra,Bhavesh Kumar",Manoj Tiwari,2019-10-18,2019,P Se Pyaar F Se Faraar
"Priyanshu Painyuli,Chandrachoor Rai,Shadab Kamal,Sheetal Thakur",Udai Singh Pawar,2019-10-18,2019,Upstarts
"Prateik Babbar,Siddhanth Kapoor,Ishita Raj Sharma",Ovais Khan,2019-10-18,2019,Yaaram
"Priyanshu Chatterjee,Raai Laxmi",Arshad Siddiqui,2019-10-18,2019,Officer Arjun Singh IPS Batch 2000
"Raghubir Yadav, Diiva Dhanoya, Shakti Kumar",Banty Dubey,2019-10-18,2019,Jacqueline I Am Coming
"Akshay Kumar,Ritesh Deshmukh,Bobby Deol,Kriti Sanon,Pooja Hegde,Kriti Kharbanda,Chunky Pandey,Ranjeet,Rana Daggubati",Farhad Samji,2019-10-25,2019,Housefull 4
"Aparshakti Khurana,Divyenndu,Harsh Mayar,Vijay Raaz,Rajshri Deshpande,Harshita Gaur",Ashish Aryan,2019-10-25,2019,Kanpuriye
"Rajkummar Rao,Mouni Roy,Boman Irani,Gajraj Rao,Sumeet Vyas,Amyra Dastur,Paresh Rawal",Mikhil Musale,2019-10-25,2019,Made in China
"Bhumi Pednekar,Taapsee Pannu,Prakash Jha,Vineet Kumar Singh",Tushar Hiranandani,2019-10-25,2019,Saand Ki Aankh
"Sushant Singh Rajput,Jacqueline Fernandez,Vikramjeet Virk,Sapna Pabbi,Boman Irani,Pankaj Tripathi",Tarun Mansukhani,2019-11-01,2019,Drive
"Sunny Singh,Maanvi Gagroo,Karishma Sharma,Aishwarya Sakhuja",Abhishek Pathak,2019-11-01,2019,Ujda Chaman
"Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,Saurabh Shukla,Javed Jaffrey,Seema Pahwa",Amar Kaushik,2019-11-08,2019,Bala
"Neil Nitin Mukesh,Adah Sharma,Shama Sikander,Gul Panag,Rajit Kapur,Sudhanshu Pandey",Naman Nitin Mukesh,2019-11-08,2019,Bypass Road
"Nivin Pauly,Sanjana Dipu,Shashank Arora,Sobhita Dhulipala,Dileesh Pothan,Jim Sarbh,Roshan Mathew",Geetu Mohandas,2019-11-08,2019,Moothon[c]
"Sooraj Pancholi,Megha Akash",Irfan Kamal,2019-11-08,2019,Satellite Shankar
"Boman Irani,Tannishtha Chatterjee,Divya Dutta,Sanjay Suri,Yatin Karyekar,Akhilendra Mishra,Govind Namdev,Joy Sengupta",Brahmanand S. Siingh,2019-11-14,2019,Jhalki
"Ali Fazal,Shriya Pilgaonkar,Jim Sarbh",Shashanka Ghosh and Samit Basu,2019-11-15,2019,House Arrest
"Kiran Kumar,Shahbaz Khan",Raama Mehra,2019-11-15,2019,Keep Safe Distance
"Sidharth Malhotra,Riteish Deshmukh,Tara Sutaria,Rakul Preet Singh",Milap Milan Zaveri,2019-11-15,2019,Marjaavaan
"Nawazuddin Siddiqui,Athiya Shetty",Debamitra Biswal,2019-11-15,2019,Motichoor Chaknachoor
"Krishna Abhishek,Kashmera Shah,Rishaab Chauhaan",Kashmera Shah,2019-11-15,2019,Marne Bhi Do Yaaron
"Anil Kapoor,John Abraham,Ileana D'Cruz,Arshad Warsi,Pulkit Samrat,Kriti Kharbanda,Urvashi Rautela,Saurabh Shukla",Anees Bazmee,2019-11-22,2019,Pagalpanti
"Vidyut Jammwal,Adah Sharma,Angira Dhar,Gulshan Devaiah",Aditya Datt,2019-11-29,2019,Commando 3
"Vardhan Puri,Shivaleeka Oberoi",Cherag Ruparel,2019-11-29,2019,Yeh Saali Aashiqui
"Sanjay Dutt,Arjun Kapoor,Kriti Sanon,Mohnish Bahl",Ashutosh Gowariker,2019-12-06,2019,Panipat
"Kartik Aaryan,Bhumi Pednekar,Ananya Panday",Mudassar Aziz,2019-12-06,2019,Pati Patni Aur Woh
"Rani Mukerji,Vikram Singh Chauhan,Shruti Bapna,Rajesh Sharma,Sudhanshu Pandey",Gopi Puthran,2019-12-13,2019,Mardaani 2
"Emraan Hashmi,Rishi Kapoor,Vedhika,Sobhita Dhulipala",Jeethu Joseph,2019-12-13,2019,The Body
"Salman Khan,Sonakshi Sinha,Sudeep,Saiee Manjrekar,Arbaaz Khan",Prabhu Deva,2019-12-20,2019,Dabangg 3
"Brendan Fraser,Abhay Deol,Ronit Roy,Neeraj Kabi,Prem Chopra,Ali Haji",Rohit Karn Batra,2019-12-20,2019,Line of Descent[d]
"Pankaj Kapoor,Supriya Pathak,Hrishitaa Bhatt",Bhavna Talwar,2019-12-25,2019,Happi
"Akshay Kumar,Kareena Kapoor,Diljit Dosanjh,Kiara Advani",Raj Mehta,2019-12-27,2019,Good Newwz
